repo_norm,repo,evaluated_row_count,evaluated_instance_count,benchmark_scenario_count,conflict_files_total,conflict_files_median,merge_conflicts_total,merge_conflicts_median,merge_parent_count_median,default_branch,license,stargazers,created_at,topics,programming_language,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,dominant_difficulty,dominant_project_size,difficulty_easy_scenario_count,difficulty_hard_scenario_count,difficulty_medium_scenario_count,project_size_medium_scenario_count,project_size_small_scenario_count,project_size_large_scenario_count,project_size_huge_scenario_count,active_span_days,active_span_years,repository_age_days,repository_age_years,commits_per_year,code_lines_per_contributor,stars_per_year,metadata_matched
pyg-team/pytorch_geometric,pyg-team/pytorch_geometric,96,9,9,12,1.0,19,1.0,2.0,master,MIT License,22688,2017-10-06T04:03:03Z,deep-learning;geometric-deep-learning;graph-convolutional-networks;graph-neural-networks;pytorch,python,7847,157,42,3860,255,425,34833,130612,28599,2025-07-30T04:50:58Z,easy,large,5,3,1,0,0,9,0,2854,7.813826146475017,2855,7.816563997262149,1004.2455325858444,307.32235294117646,2902.5541155866904,True
pyglet/pyglet,pyglet/pyglet,152,6,6,19,2.0,27,2.5,2.0,master,BSD 3-Clause New or Revised License,2062,2019-06-09T06:55:00Z,gamedev;opengl;pyglet;python;scientific-visualization,python,6602,20,59,320,29,139,31085,185825,25409,2025-07-27T09:25:57Z,hard,large,1,5,0,0,0,6,0,2240,6.132785763175907,2244,6.143737166324435,1076.5091517857143,1336.8705035971223,335.6263368983957,True
pyjanitor-devs/pyjanitor,pyjanitor-devs/pyjanitor,32,2,2,4,2.0,10,5.0,2.0,dev,MIT License,1439,2018-03-04T10:43:33Z,cleaning-data;data;data-engineering;dataframe;hacktoberfest;pandas;pydata,python,1672,82,18,173,16,99,7443,34773,42319,2025-07-27T10:29:30Z,hard,medium,0,1,1,2,0,0,0,2701,7.394934976043806,2706,7.408624229979466,226.10070344316918,351.24242424242425,194.2330931263858,True
pykeen/pykeen,pykeen/pykeen,316,7,7,71,1.0,184,2.0,2.0,master,MIT License,1828,2020-02-24T07:26:03Z,cuda;deep-learning;knowledge-base-completion;knowledge-graph-embeddings;knowledge-graphs;link-prediction;machine-learning;pykeen;python;torch,python,2936,53,22,201,27,42,13664,79912,37333,2025-07-18T05:12:05Z,hard,medium,2,3,2,7,0,0,0,1970,5.393566050650239,1984,5.431895961670089,544.3522842639594,1902.6666666666667,336.5307459677419,True
pypa/pipenv,pypa/pipenv,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,25079,2017-01-20T12:44:02Z,packaging;pip;pipfile;python;virtualenv,python,9196,59,115,1875,360,395,33178,140821,63811,2025-07-07T09:44:30Z,easy,large,1,0,0,0,0,1,0,3089,8.457221081451062,3114,8.525667351129364,1087.3548073810293,356.50886075949364,2941.587909441233,True
pypa/setuptools,pypa/setuptools,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,2717,2016-03-29T02:02:33Z,,python,16478,72,223,1291,100,389,24258,78872,27707,2025-07-20T05:02:56Z,medium,medium,0,0,1,1,0,0,0,3400,9.308692676249144,3411,9.338809034907598,1770.1733823529412,202.75578406169666,290.9364555848725,True
pyparsing/pyparsing,pyparsing/pyparsing,12,2,2,2,1.0,3,1.5,2.0,master,MIT License,2366,2017-05-14T06:07:01Z,parser-combinators;parsing;parsing-expression-grammar;parsing-library;peg-parsers;python;python-2;python-3;python2;python3;text-processing,python,1439,15,46,291,26,70,8922,56239,17766,2025-07-21T02:49:25Z,easy,medium,1,0,1,2,0,0,0,2989,8.183436002737851,3000,8.213552361396303,175.8430076948812,803.4142857142857,288.06050000000005,True
pypose/pypose,pypose/pypose,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1365,2021-11-11T05:02:08Z,autonomous-robots;computer-graphics;control;deep-learning;geometric-deep-learning;kalman-filter;learning;lie-group;optimization;physics;planning;pose-estimation;pose-graph-optimization;python;pytorch;robotics;slam,python,1307,33,26,110,16,38,3754,24591,7713,2025-03-28T11:28:40Z,easy,medium,1,0,0,1,0,0,0,1233,3.375770020533881,1358,3.7180013689253935,387.1709245742092,647.1315789473684,367.1327319587629,True
pypsa/pypsa,pypsa/pypsa,240,19,19,39,1.0,78,2.0,2.0,master,MIT License,1605,2016-01-11T09:04:18Z,capacity-expansion-planning;clean-energy;climate-change;electrical-engineering;electricity;energy;energy-system;energy-systems;linopy;loadflow;optimal-power-flow;optimisation;power-flow;power-systems;power-systems-analysis;powerflow;pypsa;python;renewable-energy;renewables,python,3000,57,72,533,72,89,8800,42629,20756,2025-07-31T06:35:41Z,easy,medium,9,7,3,19,0,0,0,3488,9.54962354551677,3489,9.552361396303901,314.1485091743119,478.97752808988764,168.0212811693895,True
pystorm/streamparse,pystorm/streamparse,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1491,2014-05-02T08:33:50Z,apache-storm;python;storm,python,1096,10,46,217,102,40,3360,15427,25402,2024-08-09T03:10:10Z,easy,medium,1,0,0,1,0,0,0,3751,10.269678302532512,4108,11.247091033538672,106.72194081578246,385.675,132.56761197663096,True
pytorch-labs/gpt-fast,pytorch-labs/gpt-fast,16,2,2,2,1.0,4,2.0,2.0,main,BSD 3-Clause New or Revised License,5917,2023-10-17T05:30:32Z,,python,119,54,0,548,61,21,720,2947,332,2024-12-14T01:12:57Z,easy,small,1,0,1,0,2,0,0,423,1.158110882956879,653,1.787816563997262,102.75354609929077,140.33333333333334,3309.623660030628,True
pytorch/captum,pytorch/captum,8,1,1,1,1.0,2,2.0,2.0,master,BSD 3-Clause New or Revised License,5318,2019-08-27T03:34:41Z,feature-attribution;feature-importance;interpretability;interpretable-ai;interpretable-ml,python,1353,62,10,536,296,108,9846,52196,31665,2025-07-22T07:24:42Z,medium,medium,0,0,1,1,0,0,0,2156,5.90280629705681,2165,5.927446954141,229.21301020408163,483.2962962962963,897.1822170900692,True
pytorch/data,pytorch/data,8,1,1,1,1.0,2,2.0,2.0,main,BSD 3-Clause New or Revised License,1214,2021-05-12T08:55:29Z,,python,676,63,13,167,33,82,3323,13875,4180,2025-07-17T03:55:54Z,medium,medium,0,0,1,1,0,0,0,1526,4.177960301163586,1541,4.219028062970568,161.80144167758849,169.20731707317074,287.74399740428294,True
pytorch/rl,pytorch/rl,340,18,18,53,2.0,88,2.5,2.0,main,MIT License,2973,2022-02-01T05:17:36Z,ai;control;decision-making;distributed-computing;machine-learning;marl;model-based-reinforcement-learning;multi-agent-reinforcement-learning;pytorch;reinforcement-learning;rl;robotics;torch,python,2047,253,26,394,41,180,34003,227606,52235,2025-07-29T03:40:09Z,hard,large,7,10,1,0,0,18,0,1273,3.485284052019165,1276,3.4934976043805612,587.3265907305578,1264.4777777777779,851.0096003134796,True
pytorch/TensorRT,pytorch/TensorRT,552,38,38,69,1.0,142,2.0,2.0,main,BSD 3-Clause New or Revised License,2817,2020-03-11T05:17:43Z,cuda;deep-learning;jetson;libtorch;machine-learning;nvidia;pytorch;tensorrt,python,4556,797,21,369,71,101,172044,1354862,64779,2025-07-25T06:33:29Z,hard,huge,15,17,6,0,0,0,38,1962,5.371663244353183,1968,5.388090349075975,848.1544342507646,13414.475247524753,522.8197408536586,True
pytorch/torchchat,pytorch/torchchat,264,25,25,33,1.0,52,1.0,2.0,main,BSD 3-Clause New or Revised License,3597,2024-03-22T06:15:54Z,llm;local;pytorch,python,997,481,0,250,33,62,4111,19683,2801,2025-07-11T08:04:04Z,easy,medium,14,4,7,25,0,0,0,476,1.3032169746748803,496,1.3579739904175223,765.0299369747898,317.46774193548384,2648.798891129032,True
pytorch/torchtune,pytorch/torchtune,104,6,6,13,2.0,36,5.5,2.0,main,BSD 3-Clause New or Revised License,5369,2023-10-20T09:10:49Z,,python,1320,52,10,657,46,151,19747,196943,35245,2025-07-29T07:26:36Z,hard,large,1,5,0,0,0,6,0,647,1.7713894592744694,650,1.7796030116358659,745.1777434312211,1304.2582781456954,3016.965,True
qdrant/qdrant-client,qdrant/qdrant-client,24,2,2,3,1.5,19,9.5,2.0,master,Apache License 2.0,1052,2021-02-09T01:33:20Z,qdrant;vector-database;vector-search;vector-search-engine,python,572,254,49,155,7,42,10533,65696,7956,2025-07-31T06:06:24Z,hard,medium,0,1,1,2,0,0,0,1633,4.470910335386721,1633,4.470910335386721,127.93815064298838,1564.1904761904761,235.29883649724437,True
QuivrHQ/MegaParse,QuivrHQ/MegaParse,72,4,4,9,2.0,18,2.5,2.0,main,Apache License 2.0,5626,2024-05-29T08:40:29Z,docx;llm;parser;pdf;powerpoint,python,242,77,63,279,23,6,1917,10032,1289,2025-02-21T03:20:45Z,hard,medium,1,2,1,4,0,0,0,267,0.731006160164271,428,1.1718001368925393,331.05056179775283,1672.0,4801.160046728973,True
quixio/quix-streams,quixio/quix-streams,8,1,1,1,1.0,3,3.0,2.0,main,Apache License 2.0,1414,2022-11-17T08:36:03Z,data-engineering;data-intensive-applications;data-science;event-driven-architecture;kafka;machine-learning;python;real-time-data-processing;stream-processing;stream-processor;streaming-data;streaming-data-pipelines;streaming-data-processing;time-series-data,python,763,175,63,83,20,27,28647,100197,17091,2025-07-24T12:49:32Z,medium,large,0,0,1,0,0,1,0,980,2.6830937713894594,987,2.702258726899384,284.37321428571425,3711.0,523.2659574468086,True
r0x0r/pywebview,r0x0r/pywebview,8,1,1,1,1.0,2,2.0,2.0,master,BSD 3-Clause New or Revised License,5354,2014-11-20T11:05:46Z,cef;cocoa;gtk;gui;html;javascript;linux;osx;python;qt;webkit;windows,python,2192,10,73,595,65,129,5255,32284,2220,2025-07-22T08:10:25Z,medium,medium,0,0,1,1,0,0,0,3896,10.666666666666666,3906,10.694045174537989,205.5,250.26356589147287,500.6524577572964,True
raga-ai-hub/ragaai-catalyst,raga-ai-hub/ragaai-catalyst,8,1,1,1,1.0,6,6.0,2.0,main,Apache License 2.0,16175,2024-08-26T12:13:15Z,agentic-ai;agentic-ai-development;agentneo;agents;ai-agent-monitoring;ai-application-debugging;ai-evaluation-tools;ai-performance-optimization;ai-tool-interaction-monitoring;llm-testing;llm-tracing;llmops,python,1095,19,19,3761,31,26,4263,40434,6622,2025-05-16T05:18:51Z,medium,medium,0,0,1,1,0,0,0,262,0.7173169062286106,339,0.9281314168377823,1526.5219465648854,1555.1538461538462,17427.4889380531,True
ranaroussi/yfinance,ranaroussi/yfinance,16,2,2,2,1.0,2,1.0,2.0,main,Apache License 2.0,18208,2017-05-21T10:16:15Z,financial-data;fix-yahoo-finance;market-data;pandas;python;stock-data;yahoo-finance;yahoo-finance-api,python,1603,25,102,2725,254,123,2893,44596,2582,2025-07-06T04:18:39Z,easy,medium,2,0,0,2,0,0,0,2967,8.123203285420944,2993,8.19438740588638,197.33594539939335,362.5691056910569,2222.0086869361844,True
readthedocs/readthedocs.org,readthedocs/readthedocs.org,32,4,4,4,1.0,6,1.5,2.0,main,MIT License,8223,2010-08-16T07:18:06Z,docs;mkdocs;python;sphinx;sphinx-doc,python,21030,110,6,3642,247,411,83061,308816,86527,2025-07-31T10:50:51Z,easy,large,2,0,2,0,0,4,0,5463,14.956878850102669,5463,14.956878850102669,1406.0420098846787,751.3771289537713,549.7804777594729,True
recommenders-team/recommenders,recommenders-team/recommenders,16,2,2,2,1.0,2,1.0,2.0,main,MIT License,20534,2018-09-19T10:06:07Z,ai;artificial-intelligence;data-science;deep-learning;jupyter-notebook;kubernetes;machine-learning;operationalization;python;ranking;rating;recommendation;recommendation-algorithm;recommendation-engine;recommendation-system;recommender;tutorial,python,9242,16,14,3230,283,106,7977,40452,51637,2025-07-29T07:05:30Z,easy,medium,2,0,0,2,0,0,0,2504,6.855578370978781,2507,6.863791923340178,1348.0992412140577,381.62264150943395,2991.640805743917,True
redis/redis-py,redis/redis-py,104,6,6,13,2.0,25,3.0,2.0,master,MIT License,13155,2009-11-06T10:22:26Z,python;redis;redis-client;redis-cluster;redis-py,python,2555,44,85,2619,328,414,13985,68622,18828,2025-07-24T04:46:04Z,hard,medium,0,5,1,6,0,0,0,5738,15.709787816563997,5746,15.731690622861054,162.63746078773093,165.7536231884058,836.2101896971807,True
reflex-dev/reflex,reflex-dev/reflex,168,13,13,21,2.0,32,2.0,2.0,main,Apache License 2.0,23710,2022-10-25T03:08:48Z,framework;gui;open-source;python;web,python,2671,150,103,1392,171,173,20737,62557,19983,2025-07-31T07:44:06Z,hard,medium,5,7,1,13,0,0,0,1010,2.7652292950034223,1010,2.7652292950034223,965.9235148514852,361.60115606936415,8574.334158415842,True
remsky/Kokoro-FastAPI,remsky/Kokoro-FastAPI,8,1,1,1,1.0,1,1.0,2.0,master,Apache License 2.0,3359,2024-12-30T11:53:42Z,fastapi;huggingface-spaces;kokoro;kokoro-tts;onnx;onnxruntime;openai-compatible-api;openwebui;pytorch;sillytavern;tts;tts-api;uv,python,431,9,14,523,31,23,3822,16583,2233,2025-07-29T04:34:00Z,easy,medium,1,0,0,1,0,0,0,210,0.5749486652977412,213,0.5831622176591376,749.6321428571429,721.0,5759.975352112676,True
reviewboard/reviewboard,reviewboard/reviewboard,24,3,3,3,1.0,3,1.0,2.0,master,MIT License,1637,2009-08-22T09:39:49Z,code-review;codereview;developer-tools;javascript;python,python,11910,21,9,434,98,217,107378,376154,123896,2025-07-31T08:51:14Z,easy,large,3,0,0,0,0,3,0,5821,15.937029431895962,5822,15.939767282683095,747.3161827864628,1733.4285714285713,102.69911542425282,True
rmax/scrapy-redis,rmax/scrapy-redis,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,5486,2011-08-29T04:06:23Z,crawler;distributed;redis;scrapy,python,246,7,7,1589,273,33,913,3157,733,2024-07-06T09:51:30Z,easy,small,1,0,0,0,1,0,0,4695,12.854209445585216,5085,13.921971252566735,19.137699680511183,95.66666666666667,394.0533923303835,True
roboflow/multimodal-maestro,roboflow/multimodal-maestro,16,2,2,2,1.0,5,2.5,2.0,develop,Apache License 2.0,1282,2023-11-24T01:28:57Z,captioning;fine-tuning;florence-2;multimodal;objectdetection;paligemma;phi-3-vision;transformers;vision-and-language;vqa,python,184,26,1,91,18,10,625,3279,1583,2024-09-18T11:33:15Z,medium,small,0,0,2,0,2,0,0,299,0.8186173853524983,615,1.6837782340862424,224.76923076923077,327.9,761.3829268292683,True
roboflow/rf-detr,roboflow/rf-detr,32,3,3,4,1.0,7,2.0,2.0,develop,Apache License 2.0,2629,2025-03-19T08:43:00Z,computer-vision;detr;machine-learning;object-detection;rf-detr,python,289,56,2,289,35,15,1965,9005,1727,2025-07-31T07:01:04Z,medium,small,0,1,2,0,3,0,0,133,0.36413415468856947,134,0.3668720054757016,793.6635338345865,600.3333333333334,7165.986940298507,True
RoboVerseOrg/RoboVerse,RoboVerseOrg/RoboVerse,32,3,3,4,1.0,6,1.0,2.0,main,Apache License 2.0,1348,2025-04-04T03:00:06Z,imitation-learning;reinforcement-learning;robotics;simulation,python,427,40,0,108,13,22,35488,538754,14208,2025-07-30T08:34:53Z,easy,large,2,1,0,0,0,3,0,117,0.3203285420944558,118,0.32306639288158795,1333.0064102564104,24488.81818181818,4172.516949152542,True
robusta-dev/holmesgpt,robusta-dev/holmesgpt,160,10,10,20,2.0,36,2.0,2.0,master,MIT License,1144,2024-05-30T01:27:10Z,aiops;chatbot;chatops;devops;devops-tools;incident;incident-management;incident-response;jira;kubernetes;llm;llm-agent;llm-framework;llms;monitoring;observability;prometheus;site-reliability-engineering;slack;sre,python,631,92,59,133,11,29,12975,411187,3934,2025-07-31T09:52:09Z,hard,large,3,6,1,0,0,10,0,427,1.1690622861054072,427,1.1690622861054072,539.7488290398127,14178.862068965518,978.5620608899299,True
robusta-dev/robusta,robusta-dev/robusta,24,2,2,3,1.5,5,2.5,2.0,master,MIT License,2827,2021-06-20T08:45:36Z,alerting;alertmanager;automation;containers;dashboard;devops;docker;grafana;kubernetes;kubernetes-dashboard;kubernetes-monitoring;monitoring;monitoring-tool;notifications;observability;prometheus;prometheus-alertmanager;python;runbooks;slack,python,2115,175,239,278,31,92,12483,42575,11741,2025-07-30T11:47:21Z,easy,medium,1,1,0,2,0,0,0,1501,4.1095140314852845,1502,4.112251882272417,514.6593937375083,462.7717391304348,687.4578894806923,True
run-house/runhouse,run-house/runhouse,152,17,17,19,1.0,42,2.0,2.0,main,Apache License 2.0,1040,2022-05-10T02:10:51Z,api;artificial-intelligence;aws;azure;collaboration;data-science;deployment;distributed;fastapi;gcp;infrastructure;machine-learning;middleware;observability;python;pytorch;ray;sagemaker;serverless,python,2226,131,40,37,8,14,10221,37352,14929,2025-07-15T03:53:54Z,easy,medium,8,2,7,17,0,0,0,1162,3.1813826146475015,1178,3.2251882272416155,699.6957831325302,2668.0,322.4617996604414,True
run-llama/llama_index,run-llama/llama_index,142,5,5,23,2.0,40,4.0,2.0,main,MIT License,43450,2022-11-02T04:24:54Z,agents;application;data;fine-tuning;framework;llamaindex;llm;multi-agents;rag;vector-database,python,6890,218,399,6247,261,472,96926,1150257,388273,2025-07-31T08:19:05Z,hard,huge,1,3,1,0,0,0,5,1002,2.7433264887063653,1002,2.7433264887063653,2511.5494011976048,2436.9851694915255,15838.435628742516,True
run-llama/llama_parse,run-llama/llama_parse,16,2,2,2,1.0,4,2.0,2.0,main,MIT License,3643,2024-01-31T06:33:07Z,document;document-parser;document-parsing;docx-to-markdown;parsing;pdf;pdf-document-processor;pdf-to-excel;pdf-to-json;pdf-to-markdown;pdf-to-text;ppt;ppt-to-json;ppt-to-markdown;pptx;structured-data;tables,python,233,110,30,351,25,28,310,5284,22439,2025-01-24T02:17:01Z,easy,small,1,0,1,0,2,0,0,358,0.9801505817932923,547,1.4976043805612593,237.71857541899442,188.71428571428572,2432.5516453382083,True
sb-ai-lab/lightautoml,sb-ai-lab/lightautoml,8,1,1,1,1.0,4,4.0,2.0,master,Apache License 2.0,1381,2022-04-18T07:26:28Z,automated-machine-learning;automatic-machine-learning;automl;automl-algorithms;binary-classification;data-science;kaggle;lama;machine-learning;multiclass-classification;nlp;python;regression,python,677,29,4,60,22,16,10402,75933,46602,2025-03-05T03:54:44Z,medium,medium,0,0,1,1,0,0,0,1051,2.8774811772758384,1200,3.2854209445585214,235.27521408182685,4745.8125,420.341875,True
schemathesis/schemathesis,schemathesis/schemathesis,88,6,6,11,1.0,18,1.5,2.0,master,MIT License,2640,2019-08-19T11:13:01Z,api;api-testing;cli;fuzzing;graphql;hypothesis;openapi;property-based-testing;pytest;swagger;testing,python,3125,43,350,180,18,54,13124,59685,6807,2025-07-31T09:24:53Z,easy,medium,3,2,1,6,0,0,0,2172,5.946611909650924,2173,5.949349760438056,525.5093232044198,1105.2777777777778,443.7459733087897,True
scrapinghub/dateparser,scrapinghub/dateparser,8,1,1,1,1.0,1,1.0,2.0,master,BSD 3-Clause New or Revised License,2705,2014-11-24T05:30:12Z,hacktoberfest,python,1532,52,31,481,131,124,2654,109316,1687,2025-07-31T03:18:58Z,easy,large,1,0,0,0,0,1,0,3901,10.680355920602327,3902,10.683093771389458,143.44091258651628,881.5806451612904,253.20380574064583,True
scverse/scanpy,scverse/scanpy,176,10,10,22,1.5,35,3.0,2.0,main,BSD 3-Clause New or Revised License,2144,2017-01-29T11:31:11Z,anndata;bioinformatics;data-science;machine-learning;python;scanpy;scverse;transcriptomics;visualize-data,python,3622,62,93,649,48,151,8990,47512,11517,2025-07-30T02:29:55Z,hard,medium,2,5,3,10,0,0,0,3103,8.49555099247091,3105,8.501026694045175,426.34079922655496,314.64900662251654,252.2048309178744,True
scverse/scvi-tools,scverse/scvi-tools,16,2,2,2,1.0,6,3.0,2.0,main,BSD 3-Clause New or Revised License,1416,2017-09-06T05:39:48Z,cite-seq;deep-generative-model;deep-learning;human-cell-atlas;scrna-seq;scverse;single-cell-genomics;single-cell-rna-seq;variational-autoencoder;variational-bayes,python,4285,101,89,401,26,73,11997,69643,15733,2025-07-31T09:59:50Z,easy,medium,1,0,1,2,0,0,0,2885,7.898699520876113,2885,7.898699520876113,542.4943674176776,954.013698630137,179.27001733102253,True
sgl-project/sglang,sgl-project/sglang,120,10,10,15,1.5,31,2.5,2.0,main,Apache License 2.0,16235,2024-01-08T04:15:52Z,blackwell;cuda;deepseek;deepseek-r1;deepseek-v3;inference;kimi;llama;llama3;llama4;llama5;llava;llm;llm-serving;moe;openai;pytorch;qwen3;transformer;vlm,python,4156,60,25,2413,108,449,44860,299662,33663,2025-07-23T08:51:32Z,hard,large,2,5,3,0,0,10,0,562,1.538672142368241,570,1.5605749486652978,2701.0302491103203,667.3986636971047,10403.217105263158,True
sigma67/spotify_to_ytmusic,sigma67/spotify_to_ytmusic,16,1,1,2,2.0,2,2.0,2.0,main,MIT License,1203,2018-03-09T12:19:19Z,playlist-conversion;spotify;youtube-music;ytmusicapi,python,164,10,18,82,7,15,253,1036,59,2025-04-27T09:23:33Z,hard,small,0,1,0,0,1,0,0,2605,7.132101300479124,2701,7.394934976043806,22.994625719769672,69.06666666666666,162.67891521658643,True
sigma67/ytmusicapi,sigma67/ytmusicapi,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,2104,2020-02-18T09:38:05Z,youtube;youtube-api;youtube-music;youtube-music-api;ytmusicapi,python,733,51,88,246,18,72,1830,6065,2846,2025-07-31T05:20:51Z,easy,small,1,0,0,0,1,0,0,1989,5.44558521560575,1990,5.448323066392882,134.60444947209652,84.23611111111111,386.1738693467337,True
simonw/llm,simonw/llm,24,1,1,3,3.0,14,14.0,2.0,main,Apache License 2.0,8674,2023-04-01T09:16:57Z,ai;llms;openai,python,948,36,53,528,60,52,3871,21514,1680,2025-06-20T05:11:57Z,hard,medium,0,1,0,1,0,0,0,810,2.217659137577002,852,2.3326488706365502,427.47777777777776,413.7307692307692,3718.519366197183,True
skfolio/skfolio,skfolio/skfolio,88,5,5,11,2.0,15,2.0,2.0,main,BSD 3-Clause New or Revised License,1590,2023-12-14T10:24:42Z,asset-allocation;asset-management;convex-optimization;cvar-optimization;cvxpy;efficient-frontier;hierarchical-clustering;machine-learning;portfolio;portfolio-optimization;quantitative-finance;quantitative-investment;risk-parity;scikit-learn;trading-strategies,python,194,6,37,142,27,11,11117,37376,20865,2025-07-26T08:36:14Z,hard,medium,1,3,1,5,0,0,0,589,1.6125941136208077,595,1.6290212183436004,120.30305602716469,3397.818181818182,976.0462184873949,True
skrub-data/skrub,skrub-data/skrub,16,1,1,2,2.0,2,2.0,2.0,main,BSD 3-Clause New or Revised License,1435,2018-03-12T11:32:22Z,data;data-analysis;data-cleaning;data-preparation;data-preprocessing;data-science;data-wrangling;dataframe;dataframes;dirty-data;machine-learning,python,1907,12,0,153,20,63,10626,37022,17320,2025-07-28T01:54:29Z,hard,medium,0,1,0,1,0,0,0,2694,7.3757700205338805,2698,7.38672142368241,258.54927616926506,587.6507936507936,194.26751297257226,True
skypilot-org/skypilot,skypilot-org/skypilot,648,45,45,81,1.0,158,2.0,2.0,master,Apache License 2.0,8422,2021-08-11T11:32:15Z,cloud-computing;cloud-management;cost-management;cost-optimization;data-science;deep-learning;distributed-training;finops;gpu;hyperparameter-tuning;job-queue;job-scheduler;llm-serving;llm-training;machine-learning;ml-infrastructure;ml-platform;multicloud;spot-instances;tpu,python,3202,403,22,711,71,142,41686,214622,50563,2025-07-28T11:14:43Z,easy,large,21,19,5,0,0,45,0,1446,3.9589322381930185,1450,3.969883641341547,808.8039419087137,1511.4225352112676,2121.4727586206895,True
snakemake/snakemake,snakemake/snakemake,16,2,2,2,1.0,3,1.5,2.0,main,MIT License,2535,2019-10-04T02:58:11Z,reproducibility;snakemake;workflow-management,python,5628,135,315,601,20,347,31134,142108,10137,2025-07-29T04:09:37Z,easy,large,1,0,1,0,0,2,0,2125,5.817932922655715,2127,5.823408624229979,967.3538823529411,409.53314121037465,435.3120592383639,True
snap-stanford/Biomni,snap-stanford/Biomni,16,2,2,2,1.0,2,1.0,2.0,main,Apache License 2.0,1882,2025-03-19T09:06:53Z,agent;ai;biomedicine,python,140,12,0,241,24,19,6223,26394,11706,2025-07-27T04:41:25Z,easy,medium,2,0,0,2,0,0,0,129,0.3531827515400411,134,0.3668720054757016,396.39534883720927,1389.157894736842,5129.85447761194,True
sodadata/soda-core,sodadata/soda-core,16,2,2,2,1.0,2,1.0,2.0,main,Apache License 2.0,2145,2020-12-14T07:59:19Z,data-contracts;data-engineering;data-governance;data-monitoring;data-observability;data-profiling;data-quality;data-quality-checks;data-quality-monitoring;data-quality-testing;data-reliability;data-testing;data-unit-tests;data-validation;dataquality;datatesting;dbt;pipeline-testing;python;snowflake,python,796,33,121,239,13,49,9024,41421,6489,2025-06-12T12:00:00Z,easy,medium,2,0,0,2,0,0,0,1641,4.492813141683778,1690,4.6269678302532515,177.17184643510055,845.3265306122449,463.58653846153845,True
speechbrain/speechbrain,speechbrain/speechbrain,8,1,1,1,1.0,5,5.0,2.0,develop,Apache License 2.0,10180,2020-04-28T05:48:45Z,asr;audio;audio-processing;deep-learning;huggingface;language-model;pytorch;speaker-diarization;speaker-recognition;speaker-verification;speech-enhancement;speech-processing;speech-recognition;speech-separation;speech-to-text;speech-toolkit;speechrecognition;spoken-language-understanding;transformers;voice-recognition,python,10545,7,14,1531,132,163,43248,184095,117427,2025-07-28T02:27:36Z,medium,large,0,0,1,0,0,1,0,1916,5.245722108145106,1920,5.256673511293634,2010.2094206680586,1129.4171779141104,1936.5859375,True
spotipy-dev/spotipy,spotipy-dev/spotipy,80,1,1,10,10.0,10,10.0,2.0,master,MIT License,5259,2014-04-05T01:11:25Z,,python,719,8,31,968,78,187,1599,4935,1435,2025-07-31T08:33:07Z,hard,small,0,1,0,0,1,0,0,4135,11.321013004791238,4135,11.321013004791238,63.51021765417171,26.390374331550802,464.53440145102786,True
sqlalchemy/sqlalchemy,sqlalchemy/sqlalchemy,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,10723,2018-11-27T03:35:03Z,python;sql;sqlalchemy,python,17585,19,180,1569,104,407,140803,460177,137496,2025-07-31T05:21:33Z,easy,large,1,0,0,0,0,1,0,2438,6.674880219028063,2438,6.674880219028063,2634.5042042657915,1130.6560196560197,1606.4707752255947,True
sqlfluff/sqlfluff,sqlfluff/sqlfluff,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,9064,2018-11-01T11:56:04Z,hacktoberfest;pypi;sql;sql-linter,python,6222,13,126,850,37,422,28825,466411,45078,2025-07-30T07:28:09Z,medium,large,0,0,1,0,0,1,0,2462,6.740588637919234,2464,6.746064339493498,923.0647847278635,1105.239336492891,1343.5982142857142,True
stanfordnlp/dspy,stanfordnlp/dspy,400,23,23,50,1.0,110,2.0,2.0,main,MIT License,26834,2023-01-09T09:01:51Z,,python,4099,380,93,2074,169,319,9304,34955,16172,2025-07-30T04:46:28Z,hard,medium,7,10,6,23,0,0,0,932,2.5516769336071183,934,2.5571526351813825,1606.3945815450645,109.57680250783699,10493.702890792292,True
stripe/stripe-python,stripe/stripe-python,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,1843,2011-06-25T07:53:04Z,stripe;stripe-sdk,python,1786,24,336,454,41,132,21442,167905,89266,2025-07-30T05:20:42Z,easy,large,1,0,0,0,0,1,0,5148,14.094455852156058,5150,14.099931553730322,126.71649184149184,1272.0075757575758,130.70985436893204,True
StructuredLabs/preswald,StructuredLabs/preswald,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,4310,2024-12-14T08:56:02Z,ai;analytics;analytics-engineering;copilot;data;data-applications;data-infrastructure;data-pipelines;data-sdk;data-visualization;gpt;llm;open-source;python;schema-management;vscode,python,545,16,26,664,7,59,5300,64079,3193,2025-07-17T12:32:32Z,easy,medium,1,0,0,1,0,0,0,215,0.5886379192334018,229,0.6269678302532512,925.8662790697674,1086.084745762712,6874.355895196507,True
