repo_norm,repo,evaluated_row_count,evaluated_instance_count,benchmark_scenario_count,conflict_files_total,conflict_files_median,merge_conflicts_total,merge_conflicts_median,merge_parent_count_median,default_branch,license,stargazers,created_at,topics,programming_language,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,dominant_difficulty,dominant_project_size,difficulty_easy_scenario_count,difficulty_hard_scenario_count,difficulty_medium_scenario_count,project_size_medium_scenario_count,project_size_small_scenario_count,project_size_large_scenario_count,project_size_huge_scenario_count,active_span_days,active_span_years,repository_age_days,repository_age_years,commits_per_year,code_lines_per_contributor,stars_per_year,metadata_matched
digitalphonetics/ims-toucan,digitalphonetics/ims-toucan,48,1,1,6,6.0,10,10.0,2.0,MassiveScaleToucan,Apache License 2.0,1618,2021-08-05T10:12:38Z,deep-learning;pytorch;speech;speech-processing;speech-synthesis;text-to-speech;toolkit;tts,python,3169,15,14,184,22,7,4010,160539,2658,2025-06-30T08:01:07Z,hard,large,0,1,0,0,0,1,0,1424,3.898699520876112,1456,3.9863107460643397,812.8351474719101,22934.14285714286,405.88907967032964,True
django-cms/django-cms,django-cms/django-cms,32,2,2,4,2.0,6,3.0,2.0,main,BSD 3-Clause New or Revised License,10507,2009-03-05T10:14:18Z,cms;django;django-cms;hacktoberfest;python;web,python,16311,54,30,3169,392,306,69542,253223,22672,2025-07-31T03:49:32Z,hard,large,0,2,0,0,0,2,0,5991,16.40246406570842,5992,16.40520191649555,994.4237606409615,827.5261437908497,640.467581775701,True
django-oscar/django-oscar,django-oscar/django-oscar,8,1,1,1,1.0,1,1.0,2.0,master,BSD 3-Clause New or Revised License,6450,2010-12-08T09:30:32Z,django;django-oscar;ecommerce;oscar,python,9192,106,11,2258,271,277,186795,502313,302827,2025-07-30T11:48:39Z,easy,large,1,0,0,0,0,1,0,5348,14.642026009582478,5349,14.64476386036961,627.7819745699327,1813.404332129964,440.4304542905216,True
dlr-rm/stable-baselines3,dlr-rm/stable-baselines3,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,11188,2020-05-05T05:52:26Z,baselines;gsde;gym;machine-learning;openai;python;pytorch;reinforcement-learning;reinforcement-learning-algorithms;robotics;sb3;sde;stable-baselines;toolbox,python,897,18,29,1891,66,154,6887,18763,8298,2025-07-25T09:53:55Z,easy,medium,1,0,0,1,0,0,0,1907,5.221081451060917,1913,5.23750855578371,171.8034871525957,121.83766233766234,2136.1301620491377,True
dlt-hub/dlt,dlt-hub/dlt,96,7,7,12,1.0,19,3.0,2.0,devel,Apache License 2.0,3948,2022-01-26T09:51:04Z,data;data-engineering;data-lake;data-loading;data-warehouse;elt;extract;load;python;transform,python,3785,123,104,310,24,116,43349,278893,23697,2025-07-30T10:02:57Z,easy,large,3,3,1,0,0,7,0,1281,3.5071868583162216,1282,3.509924709103354,1079.2125292740047,2404.25,1124.8104524180967,True
dmlc/dgl,dmlc/dgl,8,1,1,1,1.0,2,2.0,2.0,master,Apache License 2.0,14011,2018-04-20T02:49:09Z,deep-learning;graph-neural-networks,python,4417,33,39,3047,176,288,61810,289219,104142,2025-07-31T11:53:10Z,medium,large,0,0,1,0,0,1,0,2659,7.279945242984257,2659,7.279945242984257,606.7353328318917,1004.2326388888889,1924.602388115833,True
dpgaspar/flask-appbuilder,dpgaspar/flask-appbuilder,64,2,2,8,4.0,16,8.0,2.0,master,BSD 3-Clause New or Revised License,4851,2013-11-09T09:13:29Z,authentication;crud;flask;python;rbac;rest;rest-api;sql;web,python,4016,211,51,1415,155,180,13062,73095,13091,2025-07-09T12:43:19Z,hard,medium,0,2,0,2,0,0,0,4260,11.663244353182751,4282,11.723477070499658,344.32957746478877,406.0833333333333,413.7850887435777,True
DS4SD/docling,DS4SD/docling,80,7,7,10,1.0,14,2.0,2.0,main,MIT License,23772,2024-07-09T07:50:26Z,ai;convert;document-parser;document-parsing;documents;docx;html;markdown;pdf;pdf-converter;pdf-to-json;pdf-to-text;pptx;tables;xlsx,python,395,25,86,1381,98,47,7198,120202,5758,2025-03-11T11:12:43Z,easy,large,3,3,1,0,0,7,0,245,0.6707734428473648,387,1.0595482546201231,588.8724489795918,2557.4893617021276,22435.97674418605,True
edgedb/edgedb,edgedb/edgedb,16,2,2,2,1.0,2,1.0,2.0,master,Apache License 2.0,13401,2017-06-29T08:30:48Z,database;edgedb;edgeql;graph-relational;high-performance;relational-database,python,9220,215,27,406,100,119,101345,388827,165160,2025-02-19T11:56:34Z,easy,large,2,0,0,0,0,2,0,2792,7.644079397672827,2954,8.087611225188228,1206.1622492836677,3267.453781512605,1656.9787576167907,True
Eladlev/AutoPrompt,Eladlev/AutoPrompt,48,2,2,6,3.0,13,6.5,2.0,main,Apache License 2.0,2465,2023-12-02T06:45:14Z,prompt-engineering;prompt-tuning;synthetic-dataset-generation,python,167,30,2,215,16,15,414,1826,399,2025-04-10T08:25:48Z,hard,small,0,1,1,0,2,0,0,495,1.3552361396303902,607,1.6618754277891854,123.22575757575757,121.73333333333333,1483.264003294893,True
eleutherai/gpt-neox,eleutherai/gpt-neox,48,4,4,6,1.5,8,2.0,2.0,main,Apache License 2.0,7266,2020-12-22T02:37:54Z,deepspeed-library;gpt-3;language-model;transformers,python,2324,168,3,1072,127,105,7460,131201,6811,2025-06-09T09:52:00Z,hard,large,1,2,1,0,0,4,0,1630,4.462696783025325,1682,4.605065023956194,520.7613496932515,1249.5333333333333,1577.8278834720572,True
eleutherai/lm-evaluation-harness,eleutherai/lm-evaluation-harness,80,7,7,10,1.0,19,2.0,2.0,main,MIT License,9722,2020-08-28T12:09:15Z,evaluation-framework;language-model;transformer,python,3813,113,13,2597,43,314,17833,180351,14929,2025-07-24T11:47:23Z,hard,large,2,3,2,0,0,7,0,1790,4.900752908966461,1798,4.922655715263518,778.0437150837989,574.3662420382166,1974.9502224694104,True
elevenlabs/elevenlabs-python,elevenlabs/elevenlabs-python,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,2671,2023-03-26T11:59:52Z,artificial-intelligence;text-to-speech,python,236,204,94,351,50,45,18432,91126,23891,2025-07-25T02:56:47Z,easy,medium,1,0,0,1,0,0,0,851,2.329911019849418,858,2.349075975359343,101.29142185663925,2025.0222222222221,1137.042832167832,True
eliasdabbas/advertools,eliasdabbas/advertools,32,4,4,4,1.0,12,1.5,2.0,master,MIT License,1250,2017-05-14T02:49:23Z,advertising;adwords;digital-marketing;google-ads;keywords;log-analysis;logfile-parser;marketing;online-marketing;python;robots-txt;scrapy;search-engine-marketing;search-engine-optimization;seo;seo-crawler;serp;social-media;twitter-api;youtube,python,1503,70,0,230,39,11,5035,39290,8223,2025-07-10T08:01:36Z,easy,medium,2,0,2,4,0,0,0,2979,8.15605749486653,3000,8.213552361396303,184.2802114803625,3571.818181818182,152.18750000000003,True
embeddings-benchmark/mteb,embeddings-benchmark/mteb,216,11,11,27,2.0,52,2.0,2.0,main,Apache License 2.0,2743,2022-04-05T08:25:47Z,benchmark;bitext-mining;clustering;information-retrieval;mteb;multilingual-nlp;neural-search;reranking;retrieval;sbert;semantic-search;sentence-transformers;sgpt;sts;text-classification;text-embedding,python,3156,37,551,451,20,180,14875,302421,38751,2025-07-30T08:06:29Z,hard,large,3,6,2,0,0,11,0,1211,3.3155373032169746,1213,3.3210130047912387,951.8819157720892,1680.1166666666666,825.9528029678484,True
encode/starlette,encode/starlette,8,1,1,1,1.0,1,1.0,2.0,master,BSD 3-Clause New or Revised License,11255,2018-06-25T01:16:21Z,async;http;python;websockets,python,1491,6,76,1021,103,291,5290,17553,966,2025-07-20T05:29:09Z,easy,medium,1,0,0,1,0,0,0,2582,7.069130732375085,2593,7.099247091033539,210.9170216886135,60.31958762886598,1585.379386810644,True
encode/uvicorn,encode/uvicorn,8,1,1,1,1.0,1,1.0,2.0,master,BSD 3-Clause New or Revised License,9533,2017-05-31T01:13:43Z,asgi;asyncio;http;http-server;python,python,1369,18,64,826,94,190,3020,11603,592,2025-07-06T04:20:29Z,easy,medium,1,0,0,1,0,0,0,2958,8.098562628336756,2983,8.167008898015059,169.04234279918862,61.06842105263158,1167.257207509219,True
evalstate/fast-agent,evalstate/fast-agent,40,4,4,5,1.0,9,2.0,2.0,main,Apache License 2.0,2887,2025-01-18T08:39:51Z,,python,1101,22,40,303,14,41,14104,61456,18730,2025-07-31T09:34:57Z,medium,medium,1,1,2,4,0,0,0,194,0.5311430527036276,194,0.5311430527036276,2072.887886597938,1498.9268292682927,5435.447164948454,True
explosion/spacy,explosion/spacy,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,31667,2014-07-03T03:15:40Z,ai;artificial-intelligence;cython;data-science;deep-learning;entity-linking;machine-learning;named-entity-recognition;natural-language-processing;neural-network;neural-networks;nlp;nlp-library;python;spacy;text-classification;tokenization,python,16246,75,129,4509,564,388,35944,227062,37162,2025-05-28T03:23:38Z,easy,large,1,0,0,0,0,1,0,3982,10.902121834360027,4046,11.077344284736482,1490.1686338523355,585.2113402061856,2858.7176841324767,True
ezyang/codemcp,ezyang/codemcp,64,4,4,8,2.0,13,3.0,2.0,main,Apache License 2.0,1386,2025-03-09T03:58:34Z,,python,1088,689,1,111,10,9,3131,9137,3731,2025-06-04T01:37:30Z,hard,small,0,4,0,0,4,0,0,86,0.23545516769336072,144,0.3942505133470226,4620.837209302325,1015.2222222222222,3515.53125,True
facebookresearch/fairseq2,facebookresearch/fairseq2,304,17,17,38,1.0,72,2.0,2.0,main,MIT License,1020,2022-12-22T12:59:00Z,artificial-intelligence;deep-learning;machine-learning;python;pytorch,python,1322,74,6,117,27,45,24159,67245,15038,2025-07-22T12:35:50Z,hard,medium,5,8,4,17,0,0,0,942,2.5790554414784395,951,2.6036960985626285,512.5907643312102,1494.3333333333333,391.7507886435331,True
facebookresearch/habitat-lab,facebookresearch/habitat-lab,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,2492,2019-02-04T11:12:51Z,ai;computer-vision;deep-learning;deep-reinforcement-learning;python;reinforcement-learning;research;robotics;sim2real;simulator,python,937,515,19,576,46,61,16278,77270,15874,2025-04-17T05:14:41Z,easy,medium,1,0,0,1,0,0,0,2263,6.195756331279945,2369,6.485968514715948,151.23254529385773,1266.72131147541,384.2140143520473,True
facebookresearch/nevergrad,facebookresearch/nevergrad,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,4077,2018-11-21T12:33:17Z,,python,1145,125,40,366,56,57,7221,55241,9216,2025-04-23T03:27:35Z,medium,medium,0,0,1,1,0,0,0,2344,6.417522245037645,2444,6.691307323750856,178.41776877133105,969.140350877193,609.2979746317512,True
facebookresearch/schedule_free,facebookresearch/schedule_free,16,1,1,2,2.0,4,4.0,2.0,main,Apache License 2.0,2159,2024-03-27T08:15:30Z,,python,88,5,0,73,15,12,694,2767,681,2025-05-21T11:51:01Z,hard,small,0,1,0,0,1,0,0,420,1.1498973305954825,491,1.3442847364818618,76.52857142857144,230.58333333333334,1606.0585539714868,True
farama-foundation/highwayenv,farama-foundation/highwayenv,16,2,2,2,1.0,2,1.0,2.0,master,MIT License,2958,2017-11-15T03:38:46Z,autonomous-driving;gym-environment;reinforcement-learning,python,1413,16,16,811,29,39,2209,11897,2523,2025-07-10T02:14:04Z,easy,medium,2,0,0,2,0,0,0,2793,7.646817248459959,2815,7.707049965776865,184.7827604726101,305.05128205128204,383.8044404973357,True
farama-foundation/metaworld,farama-foundation/metaworld,8,1,1,1,1.0,4,4.0,2.0,master,MIT License,1528,2019-09-09T07:00:02Z,benchmark-environments;meta-rl;mujoco;multi-task,python,957,51,2,304,29,34,4336,21610,1657,2025-07-31T12:09:14Z,medium,medium,0,0,1,1,0,0,0,2152,5.891854893908282,2152,5.891854893908282,162.427625464684,635.5882352941177,259.3410780669145,True
fastmachinelearning/hls4ml,fastmachinelearning/hls4ml,256,20,20,32,1.0,42,1.5,2.0,main,Apache License 2.0,1560,2017-10-25T09:43:56Z,fpga;hls;intel-hls;keras;machine-learning;neural-network;onnx;python;pytorch;vivado;vivado-hls,python,2583,251,18,474,53,63,22074,95351,16517,2025-07-29T10:44:39Z,easy,medium,10,8,2,20,0,0,0,2834,7.759069130732375,2836,7.7645448323066395,332.90075864502467,1513.5079365079366,200.9132581100141,True
fastplotlib/fastplotlib,fastplotlib/fastplotlib,16,1,1,2,2.0,2,2.0,2.0,main,Apache License 2.0,1328,2022-04-25T06:06:31Z,fast-visualization;gpu;interactive-visualizations;pygfx;scientific-visualization;visualization;vulkan;webgpu;wgpu,python,720,39,17,54,7,13,7141,20691,9514,2025-07-23T12:49:23Z,hard,medium,0,1,0,1,0,0,0,1185,3.24435318275154,1193,3.266255989048597,221.9240506329114,1591.6153846153845,406.58172673931267,True
feast-dev/feast,feast-dev/feast,72,7,7,9,1.0,14,1.0,2.0,master,Apache License 2.0,6238,2018-12-10T07:20:15Z,big-data;data-engineering;data-quality;data-science;feature-store;features;machine-learning;ml;mlops;python,python,4122,254,121,1132,75,295,31219,272515,42529,2025-07-29T02:10:11Z,easy,large,5,1,1,0,0,7,0,2422,6.631074606433949,2425,6.639288158795345,621.6187035507845,923.7796610169491,939.558556701031,True
fetchai/uagents,fetchai/uagents,32,1,1,4,4.0,7,7.0,2.0,main,Apache License 2.0,1470,2022-09-28T05:31:19Z,agents;ai;ai-agents;llm;multi-agent-systems,python,461,19,69,324,26,60,5636,18638,3184,2025-07-23T03:17:09Z,hard,medium,0,1,0,1,0,0,0,1028,2.8145106091718,1037,2.839151266255989,163.79401750972764,310.6333333333333,517.7603664416587,True
firebase/firebase-admin-python,firebase/firebase-admin-python,16,1,1,2,2.0,11,11.0,2.0,master,Apache License 2.0,1099,2017-03-14T05:40:16Z,authentication;firebase;firebase-admin;firebase-admin-sdk;firebase-auth;firebase-authentication;python,python,365,48,58,343,83,57,5606,23153,5562,2025-07-31T08:31:52Z,hard,medium,0,1,0,1,0,0,0,3061,8.380561259411362,3061,8.380561259411362,43.5531688990526,406.1929824561403,131.13680169879126,True
fixie-ai/ultravox,fixie-ai/ultravox,64,5,5,8,2.0,10,2.0,2.0,main,MIT License,4118,2024-05-29T11:17:05Z,ai;llm;slm;speech,python,125,46,4,327,53,13,1631,9612,1044,2025-07-29T03:36:01Z,hard,small,2,3,0,0,5,0,0,425,1.163586584531143,428,1.1718001368925393,107.42647058823529,739.3846153846154,3514.2511682242994,True
flagsmith/flagsmith,flagsmith/flagsmith,88,4,4,11,2.5,43,6.5,2.0,main,BSD 3-Clause New or Revised License,5809,2018-06-05T10:49:57Z,cd;ci;continuous-integration;docker;feature-flag;feature-flaggers;feature-flagging;feature-flags;feature-management;feature-toggles;flagsmith;hacktoberfest;multivariate-testing;python;react;remote-config;remote-control;self-hosted,python,5210,239,400,452,39,96,33509,264430,11835,2025-07-30T01:24:17Z,hard,large,1,3,0,0,0,4,0,2611,7.148528405201916,2613,7.15400410677618,728.8213328226733,2754.4791666666665,811.9928243398393,True
flet-dev/flet,flet-dev/flet,80,1,1,10,10.0,10,10.0,2.0,main,Apache License 2.0,13746,2022-03-24T03:44:12Z,android;cross-platform;desktop;flutter;ios;python;server-driven-ui;web,python,1122,16,124,548,133,73,20488,138034,16136,2025-07-29T10:21:32Z,hard,large,0,1,0,0,0,1,0,1223,3.34839151266256,1225,3.353867214236824,335.0862632869992,1890.876712328767,4098.552244897959,True
fossasia/eventyay-talk,fossasia/eventyay-talk,24,2,2,3,1.5,3,1.5,2.0,development,Apache License 2.0,1520,2017-04-17T04:40:33Z,,python,7185,20,0,96,6,107,53937,232912,66147,2025-07-31T10:07:51Z,easy,large,1,1,0,0,0,2,0,3027,8.28747433264887,3027,8.28747433264887,866.9710109018831,2176.7476635514017,183.40931615460855,True
Future-House/paper-qa,Future-House/paper-qa,64,3,3,8,2.0,14,4.0,2.0,main,Apache License 2.0,7586,2023-02-05T01:07:25Z,ai;rag;science;search,python,721,19,156,760,62,36,2971,127793,2139,2025-07-30T09:49:35Z,hard,large,1,2,0,0,0,3,0,906,2.4804928131416837,907,2.4832306639288158,290.6680463576159,3549.8055555555557,3054.8914002205074,True
geekan/MetaGPT,geekan/MetaGPT,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,53945,2023-06-30T09:04:55Z,agent;gpt;hacktoberfest;llm;metagpt;multi-agent,python,6347,28,22,6387,823,115,16901,69964,19704,2025-03-31T07:17:13Z,easy,medium,1,0,0,1,0,0,0,639,1.7494866529774127,762,2.086242299794661,3627.9213615023477,608.3826086956522,25857.49507874016,True
getkeops/keops,getkeops/keops,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1106,2019-04-18T09:04:07Z,,python,4557,227,19,69,13,25,12632,41145,19305,2025-04-18T09:28:51Z,easy,medium,1,0,0,1,0,0,0,2192,6.0013689253935665,2296,6.286105407255304,759.3267563868612,1645.8,175.94359756097563,True
getsentry/sentry-python,getsentry/sentry-python,208,11,11,26,2.0,51,3.0,2.0,master,MIT License,2046,2018-06-18T10:51:10Z,crash-reporting;hacktoberfest;python;sdk;sentry;sentry-python;tag-production;team-web-backend,python,3143,79,287,554,79,269,19944,71362,8932,2025-07-31T03:05:24Z,hard,medium,2,8,1,11,0,0,0,2599,7.115674195756331,2600,7.1184120465434635,441.7009426702578,265.28624535315987,287.42365384615385,True
getzep/graphiti,getzep/graphiti,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,15665,2024-08-08T10:08:30Z,agents;graph;llms;rag,python,539,18,121,1344,104,28,5500,85981,6294,2025-07-31T04:15:21Z,easy,medium,1,0,0,1,0,0,0,356,0.974674880219028,357,0.9774127310061602,553.0049157303371,3070.75,16027.006302521007,True
ghostmanager/ghostwriter,ghostmanager/ghostwriter,24,1,1,3,3.0,3,3.0,2.0,master,BSD 3-Clause New or Revised License,1589,2019-07-16T09:19:43Z,informationsecurity;penetration-testing;red-team;reporting,python,3487,5,91,215,25,17,27590,394617,18198,2025-07-31T11:51:27Z,hard,large,0,1,0,0,0,1,0,2207,6.0424366872005475,2207,6.0424366872005475,577.0850702310829,23212.764705882353,262.9733801540553,True
google-deepmind/optax,google-deepmind/optax,8,1,1,1,1.0,3,3.0,2.0,main,Apache License 2.0,1959,2020-06-12T03:45:35Z,machine-learning;optimization,python,1728,68,21,248,32,152,5884,22574,18977,2025-07-29T01:39:28Z,medium,medium,0,0,1,1,0,0,0,1872,5.125256673511293,1875,5.13347022587269,337.1538461538462,148.51315789473685,381.61319999999995,True
google/jax,google/jax,16,1,1,2,2.0,3,3.0,2.0,main,Apache License 2.0,29927,2018-10-25T09:25:02Z,jax,python,22973,450,111,2737,329,396,67960,322192,100059,2024-09-15T07:58:21Z,hard,large,0,1,0,0,0,1,0,2151,5.88911704312115,2471,6.765229295003422,3900.9243375174337,813.6161616161617,4423.649028733306,True
google/maxtext,google/maxtext,248,20,20,31,1.0,60,2.0,2.0,main,Apache License 2.0,1452,2023-02-28T07:47:29Z,gpt;large-language-models;llm,python,1494,643,1,270,28,68,4243,17605,7311,2024-09-14T04:32:32Z,easy,medium,9,5,6,20,0,0,0,563,1.541409993155373,884,2.4202600958247777,969.2424511545292,258.8970588235294,599.9355203619909,True
google/oss-fuzz-gen,google/oss-fuzz-gen,224,19,19,28,1.0,45,1.0,2.0,main,Apache License 2.0,1250,2024-01-25T12:51:49Z,ai;fuzzing;llm;security,python,741,146,0,191,17,25,7506,70350,8789,2025-07-22T09:37:14Z,easy,medium,15,3,1,19,0,0,0,543,1.486652977412731,553,1.514031485284052,498.43508287292815,2814.0,825.6103074141049,True
google/textfsm,google/textfsm,16,1,1,2,2.0,6,6.0,2.0,master,Apache License 2.0,1151,2015-06-23T12:41:41Z,,python,55,9,8,180,68,12,1015,3456,1355,2025-04-17T04:01:23Z,hard,small,0,1,0,0,1,0,0,3585,9.815195071868583,3691,10.105407255304586,5.603556485355648,288.0,113.89941750203197,True
graphistry/pygraphistry,graphistry/pygraphistry,64,5,5,8,1.0,21,1.0,2.0,master,BSD 3-Clause New or Revised License,2307,2015-06-02T08:28:42Z,csv;cudf;cugraph;gpu;graph;graph-visualization;graphistry;igraph;jupyter;neo4j;network-analysis;network-visualization;networkx;pandas;python;rapids;splunk;tigergraph;visualization;webgl,python,2032,83,5,215,47,36,14140,314830,79601,2025-07-31T08:59:19Z,easy,large,3,1,1,0,0,5,0,3712,10.16290212183436,3712,10.16290212183436,199.94288793103448,8745.277777777777,227.00208782327584,True
great-expectations/great_expectations,great-expectations/great_expectations,192,12,12,24,1.0,58,3.0,2.0,develop,Apache License 2.0,10608,2017-09-11T12:18:46Z,cleandata;data-engineering;data-profilers;data-profiling;data-quality;data-science;data-unit-tests;datacleaner;datacleaning;dataquality;dataunittest;eda;exploratory-analysis;exploratory-data-analysis;exploratorydataanalysis;mlops;pipeline;pipeline-debt;pipeline-testing;pipeline-tests,python,13258,526,308,1604,86,401,68978,953154,66929,2025-07-31T11:37:53Z,easy,large,5,5,2,0,0,12,0,2879,7.882272416153319,2880,7.885010266940451,1682.002257728378,2376.9426433915214,1345.3375,True
gregpr07/browser-use,gregpr07/browser-use,240,22,22,30,1.0,59,2.0,2.0,main,MIT License,3203,2024-10-31T04:00:56Z,agent;anthropic;automation;browser;llm;openai;python;python-library;scraping;web,python,460,8,14,262,25,11,1557,22199,1000,2024-12-18T07:07:51Z,easy,medium,9,5,8,22,0,0,0,48,0.13141683778234087,273,0.7474332648870636,3500.3125,2018.090909090909,4285.332417582417,True
griptape-ai/griptape,griptape-ai/griptape,8,1,1,1,1.0,2,2.0,2.0,main,Apache License 2.0,2354,2023-01-14T06:02:16Z,ai;anthropic;claude;gpt;huggingface;llm;openai;python,python,1626,55,86,196,26,35,15605,81786,2471,2025-07-25T08:59:50Z,medium,medium,0,0,1,1,0,0,0,923,2.5270362765229293,929,2.543463381245722,643.4414951245938,2336.7428571428572,925.5096878363833,True
guardrails-ai/guardrails,guardrails-ai/guardrails,136,3,3,17,4.0,44,16.0,2.0,main,Apache License 2.0,5295,2023-01-29T04:11:35Z,ai;foundation-model;gpt-3;llm;openai,python,2888,123,53,415,33,64,10001,67479,35168,2025-06-04T12:17:51Z,hard,medium,1,2,0,3,0,0,0,857,2.346338124572211,914,2.5023956194387407,1230.8541423570593,1054.359375,2115.972374179431,True
h2oai/h2ogpt,h2oai/h2ogpt,128,13,13,16,1.0,17,1.0,2.0,main,Apache License 2.0,11818,2023-03-24T09:31:25Z,ai;chatgpt;embeddings;generative;gpt;gpt4all;llama2;llm;mixtral;pdf;private;privategpt;vectorstore,python,7980,475,2,1290,157,69,12338,207842,13876,2025-03-17T07:07:28Z,easy,large,12,1,0,0,0,13,0,723,1.9794661190965093,860,2.3545516769336072,4031.3900414937757,3012.2028985507245,5019.21453488372,True
hhursev/recipe-scrapers,hhursev/recipe-scrapers,48,5,5,6,1.0,6,1.0,2.0,main,MIT License,1968,2015-09-14T12:05:00Z,,python,1765,10,162,598,35,205,3778,59824,696,2025-07-28T08:47:28Z,easy,medium,4,1,0,5,0,0,0,3604,9.867214236824093,3608,9.878165639972622,178.87520810210876,291.8243902439024,199.22727272727272,True
HKUDS/LightRAG,HKUDS/LightRAG,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,18914,2024-10-02T11:57:54Z,genai;gpt;gpt-4;graphrag;knowledge-graph;large-language-models;llm;rag;retrieval-augmented-generation,python,4434,5,43,2647,144,158,10193,56490,11389,2025-07-30T06:23:08Z,easy,medium,1,0,0,1,0,0,0,300,0.8213552361396304,302,0.8268309377138946,5398.395,357.53164556962025,22875.293046357616,True
holoviz/holoviews,holoviz/holoviews,8,1,1,1,1.0,1,1.0,2.0,main,BSD 3-Clause New or Revised License,2808,2014-05-07T04:59:22Z,holoviews;holoviz;plotting,python,11004,87,85,407,54,139,22605,122031,55158,2025-07-10T07:12:48Z,easy,large,1,0,0,0,0,1,0,4082,11.175906913073238,4103,11.233401779603012,984.6180793728564,877.9208633093525,249.9688033146478,True
hpcaitech/colossalai,hpcaitech/colossalai,80,7,7,10,1.0,21,3.0,2.0,main,Apache License 2.0,41061,2021-10-28T04:19:44Z,ai;big-model;data-parallelism;deep-learning;distributed-computing;foundation-models;heterogeneous-training;hpc;inference;large-scale;model-parallelism;pipeline-parallelism,python,3844,57,50,4528,391,187,50810,238734,41518,2025-07-15T06:25:10Z,medium,large,2,2,3,0,0,7,0,1356,3.7125256673511293,1372,3.756331279945243,1035.4137168141592,1276.6524064171124,10931.144497084548,True
huggingface/accelerate,huggingface/accelerate,24,2,2,3,1.5,3,1.5,2.0,main,Apache License 2.0,8986,2020-10-30T01:27:12Z,,python,1814,112,66,1163,97,348,12185,48290,12537,2025-07-30T07:03:13Z,easy,medium,1,1,0,2,0,0,0,1734,4.747433264887063,1735,4.7501711156741955,382.1012110726644,138.76436781609195,1891.7213256484151,True
huggingface/datatrove,huggingface/datatrove,16,2,2,2,1.0,3,1.5,2.0,main,Apache License 2.0,2517,2023-06-14T12:05:28Z,,python,495,12,5,197,46,47,2855,18891,2800,2025-06-25T12:22:48Z,easy,medium,1,0,1,2,0,0,0,742,2.0314852840520192,778,2.130047912388775,243.66408355795147,401.93617021276594,1181.663560411311,True
huggingface/huggingface_hub,huggingface/huggingface_hub,8,1,1,1,1.0,4,4.0,2.0,main,Apache License 2.0,2811,2020-12-22T10:20:28Z,deep-learning;hacktoberfest;machine-learning;model-hub;models;natural-language-processing;pretrained-models;pytorch,python,1911,153,123,765,64,252,19105,66243,22582,2025-07-31T09:57:37Z,medium,medium,0,0,1,1,0,0,0,1681,4.602327173169062,1682,4.605065023956194,415.2247174301012,262.8690476190476,610.4148335315101,True
huggingface/lerobot,huggingface/lerobot,240,17,17,30,1.0,62,2.0,2.0,main,Apache License 2.0,16178,2024-01-26T03:50:41Z,,python,912,160,0,2244,134,106,12672,44075,13254,2025-07-28T03:28:55Z,hard,medium,4,8,5,17,0,0,0,548,1.5003422313483916,552,1.51129363449692,607.8613138686131,415.8018867924528,10704.736413043478,True
huggingface/nanotron,huggingface/nanotron,344,16,16,43,1.0,77,1.5,2.0,main,Apache License 2.0,2014,2023-09-11T02:40:28Z,,python,1265,186,4,205,49,26,8013,42058,6479,2025-06-23T04:07:19Z,easy,medium,8,6,2,16,0,0,0,651,1.782340862422998,689,1.8863791923340179,709.7407834101383,1617.6153846153845,1067.6538461538462,True
huggingface/nanoVLM,huggingface/nanoVLM,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,3821,2025-05-02T06:08:12Z,,python,321,6,2,352,23,31,758,3230,6853,2025-07-23T08:53:33Z,easy,small,1,0,0,0,1,0,0,82,0.2245037645448323,90,0.2464065708418891,1429.8201219512196,104.19354838709677,15506.891666666668,True
huggingface/open-r1,huggingface/open-r1,152,15,15,19,1.0,23,1.0,2.0,main,Apache License 2.0,25157,2025-01-24T03:44:11Z,,python,198,32,0,2346,289,41,1502,5806,1789,2025-07-17T08:20:00Z,easy,small,10,2,3,0,15,0,0,174,0.47638603696098564,188,0.5147159479808351,415.62931034482756,141.609756097561,48875.50132978723,True
huggingface/picotron,huggingface/picotron,64,3,3,8,3.0,26,10.0,2.0,main,Apache License 2.0,1570,2024-09-18T12:01:22Z,,python,178,18,0,108,13,8,546,2485,474,2025-07-07T08:44:05Z,hard,small,1,2,0,0,3,0,0,291,0.7967145790554415,316,0.865160848733744,223.41752577319588,310.625,1814.6914556962026,True
