model_name,stratum,bucket,ablation,metric,n_pairs,mean_delta,ci_low,ci_high,p_value,wins,ties,losses,component_label
openrouter/meta-llama/llama-3.1-8b-instruct,project_size,small,bj_no_summary,similarity,142,-0.002203976964192371,-0.02401579394488595,0.018369871711780124,0.9970647179383881,23,96,23,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,project_size,small,bj_no_judge,similarity,142,0.027735527273725108,0.002915929987186044,0.05199609484732752,0.00038967962904076303,88,13,41,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,project_size,small,bj_no_plan,similarity,142,-0.011061173776701917,-0.026092316253511626,0.001450982774727171,0.3565833586690682,4,131,7,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,project_size,small,bj_no_review,similarity,142,-0.020821281202206686,-0.04179026343068794,-0.001214469707297161,0.04641237912821875,6,121,15,Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1-50,bj_no_summary,similarity,2002,-0.00692808356922621,-0.0132659180644977,-0.000545003520304929,0.001606136658551878,241,1446,315,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1-50,bj_no_judge,similarity,2002,0.05754516045978079,0.049909714022249446,0.06598149135809789,5.902996847026106e-91,1369,183,450,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1-50,bj_no_plan,similarity,2002,-0.0027594397869265047,-0.006164257583298925,0.0009395019181375961,0.6887241360149188,89,1830,83,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1-50,bj_no_review,similarity,2002,-0.004115809549995813,-0.007968405436789247,-0.0005380312795631748,0.20531000052967352,77,1832,93,Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1000+,bj_no_summary,similarity,2135,0.0074600754732588315,-0.0003392809620360231,0.015467616953505297,1.2024044524771926e-05,486,1293,356,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1000+,bj_no_judge,similarity,2135,0.06658236888674607,0.05802156756478304,0.07517364263985796,5.621176349882446e-105,1409,287,439,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1000+,bj_no_plan,similarity,2135,-0.0021489914668658926,-0.006288389758447471,0.0018122876691238625,0.3336362911650682,126,1899,110,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,1000+,bj_no_review,similarity,2135,-0.002943286437524304,-0.006937501155257126,0.000962208884967183,0.18081875194214103,96,1924,115,Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,201-500,bj_no_summary,similarity,372,0.0019976351884367226,-0.0044378424586476355,0.008379386041220259,0.5406538365000166,53,271,48,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,201-500,bj_no_judge,similarity,372,0.020580100665626412,0.007817625783581646,0.03306989566527573,3.3094396408613626e-12,240,40,92,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,201-500,bj_no_plan,similarity,372,0.001721585849526718,-0.00012946533778307662,0.004379507340209137,0.3163333444467692,15,347,10,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,201-500,bj_no_review,similarity,372,0.003512087354463947,0.000529997655050836,0.007420152090322517,0.3336928845058469,11,354,7,Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,501-1000,bj_no_summary,similarity,676,0.00209239646890348,-0.005625610293585808,0.011009148376385634,0.06358218540805859,124,455,97,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,501-1000,bj_no_judge,similarity,676,0.02645282109795821,0.016208025345260137,0.03637868255201651,1.5407319861029954e-24,452,62,162,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,501-1000,bj_no_plan,similarity,676,0.0010754897341898077,-0.0036414750613884654,0.006009858316419004,0.35825225943030925,32,619,25,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,501-1000,bj_no_review,similarity,676,-6.941313876225621e-05,-0.004720983701448044,0.004682819042464012,0.5395439715668767,20,632,24,Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,51-200,bj_no_summary,similarity,68,0.0036667189696317115,-0.004871109280093149,0.016052769722753834,0.3831231176499871,7,50,11,Summarizer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,51-200,bj_no_judge,similarity,68,-0.006013732036955344,-0.03808397559678535,0.019557321372885243,0.004110446245921286,42,11,15,Analyzer (routing)
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,51-200,bj_no_plan,similarity,68,0.00012439589899757998,-4.736117435277396e-05,0.00042377576460207327,0.5754287281846453,1,65,2,Planner+Reviewer
openrouter/meta-llama/llama-3.1-8b-instruct,conflict_size,51-200,bj_no_review,similarity,68,-1.5404206375287682e-05,-5.429982747288892e-05,0.0,0.31731050786291415,0,67,1,Reviewer
